"Parasite","Host","DetectionMethod","DetectionQuality","ReferenceText","HostOrder","HostFamily","HostGenus","HostSpecies","ParasiteOrder","ParasiteFamily","ParasiteSubfamily","ParasiteGenus","SSorDS","DNAorRNA","Envelope","Segmented","CytoReplic","GenomeAveLength","ReverseZoonosis","IsZoonotic_HP3","IsZoonotic_Strict_HP3","PublicationYear","ParasiteType","Database","Host_AsReported","Parasite_AsReported","Parasite_og","PathogenName_Harmonised","PathogenName_Harm2","PathogenType"
"ovine herpesvirus 2","rangifer tarandus","ELISA",0,"Zarnke et al 2002","CETARTIODACTYLA","CERVIDAE","Rangifer","tarandus","Herpesvirales","Herpesviridae","Gammaherpesvirinae","Rhadinovirus","DS","DNA","enveloped",FALSE,FALSE,135135,0,0,0,2002,"virus","HP3","","","ovine herpesvirus 2","ovine herpesvirus 2","ovine herpesvirus 2","virus"
"rabies","rangifer tarandus","PCR",2,"Kuzmin et al. 2004","CETARTIODACTYLA","CERVIDAE","Rangifer","tarandus","Mononegavirales","Rhabdoviridae",NA,"Lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11932,0,1,1,2004,"virus","HP3","","","rabies virus","rabies","rabies virus","virus"
"west nile","rangifer tarandus","Antibodies",0,"Palmer et al. 2004","CETARTIODACTYLA","CERVIDAE","Rangifer","tarandus","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,11029,0,1,1,2004,"virus","HP3","","","west nile virus","west nile","west nile virus","virus"
"foot-and-mouth disease","raphicerus sharpei","Antibodies",0,"Weaver et al. 2013","CETARTIODACTYLA","BOVIDAE","Raphicerus","sharpei","Picornavirales","Picornaviridae",NA,"Aphthovirus","SS","RNA","non-enveloped",FALSE,TRUE,8159,0,1,1,2013,"virus","HP3","","","foot-and-mouth disease virus","foot-and-mouth disease","foot-and-mouth disease virus","virus"
"encephalomyocarditis","rattus exulans","Antibodies",0,"Tesh & Wallace 1978","RODENTIA","MURIDAE","Rattus","exulans","Picornavirales","Picornaviridae",NA,"Cardiovirus","SS","RNA","non-enveloped",FALSE,TRUE,7835,0,1,1,1978,"virus","HP3","","","encephalomyocarditis virus","encephalomyocarditis","encephalomyocarditis virus","virus"
"lassa","rattus exulans","Antibodies",0,"Nitatpattana et al. 2000","RODENTIA","MURIDAE","Rattus","exulans","Unassigned","Arenaviridae",NA,"Arenavirus","SS","RNA","enveloped",TRUE,TRUE,10681,0,1,1,2000,"virus","HP3","","","lassa virus","lassa","lassa virus","virus"
"murid herpesvirus 2","rattus exulans","PCR",2,"Ehlers et al. 2007","RODENTIA","MURIDAE","Rattus","exulans","Herpesvirales","Herpesviridae","Betaherpesvirinae","Muromegalovirus","DS","DNA","enveloped",FALSE,FALSE,230138,0,0,0,2007,"virus","HP3","","","murid herpesvirus 2","murid herpesvirus 2","murid herpesvirus 2","virus"
"gan gan","rattus fuscipes","Antibodies",0,"Vale et al. 1991","RODENTIA","MURIDAE","Rattus","fuscipes","Unassigned","Bunyaviridae",NA,"Unassigned","SS","RNA","enveloped",TRUE,TRUE,12118,0,1,0,1991,"virus","HP3","","","gan gan virus","gan gan","gan gan virus","virus"
"seoul","rattus losea","Isolation",2,"Wang et al. 2000","RODENTIA","MURIDAE","Rattus","losea","Unassigned","Bunyaviridae",NA,"Hantavirus","SS","RNA","enveloped",TRUE,TRUE,11950,0,1,0,2000,"virus","HP3","","","seoul virus","seoul","seoul virus","virus"
"andes","rattus norvegicus","PCR",2,"Fernandez et al. 2008","RODENTIA","MURIDAE","Rattus","norvegicus","Unassigned","Bunyaviridae",NA,"Hantavirus","SS","RNA","enveloped",TRUE,TRUE,10233,0,1,1,2008,"virus","HP3","","","andes virus","andes","andes virus","virus"
"cowpox","rattus norvegicus","PCR",2,"Wolfs et al. 2002","RODENTIA","MURIDAE","Rattus","norvegicus","Unassigned","Poxviridae","Chordopoxvirinae","Orthopoxvirus","DS","DNA","enveloped",FALSE,TRUE,223025.5,0,1,1,2002,"virus","HP3","","","cowpox virus","cowpox","cowpox virus","virus"
"crimean-congo hemorrhagic fever","rattus norvegicus","Antibodies",0,"Darwish et al. 1983","RODENTIA","MURIDAE","Rattus","norvegicus","Unassigned","Bunyaviridae",NA,"Nairovirus","SS","RNA","enveloped",TRUE,TRUE,19950,0,1,1,1983,"virus","HP3","","","crimean-congo hemorrhagic fever virus","crimean-congo hemorrhagic fever","crimean-congo hemorrhagic fever virus","virus"
"encephalomyocarditis","rattus norvegicus","Antibodies",0,"Tesh & Wallace 1978","RODENTIA","MURIDAE","Rattus","norvegicus","Picornavirales","Picornaviridae",NA,"Cardiovirus","SS","RNA","non-enveloped",FALSE,TRUE,7835,0,1,1,1978,"virus","HP3","","","encephalomyocarditis virus","encephalomyocarditis","encephalomyocarditis virus","virus"
"h-1 parvovirus","rattus norvegicus","Isolation",2,"Committee on Infectious Disease in Mice and Rats 1991","RODENTIA","MURIDAE","Rattus","norvegicus","Unassigned","Parvoviridae",NA,"Parvovirus","SS","DNA","non-enveloped",FALSE,FALSE,5176,0,0,0,1991,"virus","HP3","","","h-1 parvovirus","h-1 parvovirus","h-1 parvovirus","virus"
"human picobirnavirus","rattus norvegicus","PCR",2,"Fregolente et al. 2009","RODENTIA","MURIDAE","Rattus","norvegicus","Unassigned","Picobirnaviridae",NA,"Picobirnavirus","DS","RNA","non-enveloped",TRUE,TRUE,4270,0,1,1,2009,"virus","HP3","","","human picobirnavirus","human picobirnavirus","human picobirnavirus","virus"
"kilham rat","rattus norvegicus","Isolation",2,"Easterbrook et al. 2009; Kilham & Oliver 1959;  Kilham & Olivier 1959","RODENTIA","MURIDAE","Rattus","norvegicus","Unassigned","Parvoviridae","Parvovirinae","Parvovirus","SS","DNA","non-enveloped",FALSE,FALSE,4961.625,0,0,0,1959,"virus","HP3","","","kilham rat virus","kilham rat","kilham rat virus","virus"
"lassa","rattus norvegicus","Antibodies",0,"Nitatpattana et al. 2000","RODENTIA","MURIDAE","Rattus","norvegicus","Unassigned","Arenaviridae",NA,"Arenavirus","SS","RNA","enveloped",TRUE,TRUE,10681,0,1,1,2000,"virus","HP3","","","lassa virus","lassa","lassa virus","virus"
"murid herpesvirus 2","rattus norvegicus","isolation",2,"Bruggeman et al. 1982","RODENTIA","MURIDAE","Rattus","norvegicus","Herpesvirales","Herpesviridae","Betaherpesvirinae","Muromegalovirus","DS","DNA","enveloped",FALSE,FALSE,230138,0,0,0,1982,"virus","HP3","","","murid herpesvirus 2","murid herpesvirus 2","murid herpesvirus 2","virus"
"murine pneumotropic","rattus norvegicus","Antibodies",0,"Easterbrook et al. 2008","RODENTIA","MURIDAE","Rattus","norvegicus","Unassigned","Polyomaviridae",NA,"Polyomavirus","DS","DNA","non-enveloped",FALSE,FALSE,4754,0,0,0,2008,"virus","HP3","","","murine pneumotropic virus","murine pneumotropic","murine pneumotropic virus","virus"
"rat coronavirus","rattus norvegicus","Isolation",2,"Easterbrook et al. 2008; Parker et al. 1970","RODENTIA","MURIDAE","Rattus","norvegicus","Nidovirales","Coronaviridae",NA,"Coronavirus","SS","RNA","enveloped",FALSE,TRUE,31250,0,0,0,1970,"virus","HP3","","","rat coronavirus","rat coronavirus","rat coronavirus","virus"
"rat minute virus 1","rattus norvegicus","PCR",2,"Wan et al. 2002","RODENTIA","MURIDAE","Rattus","norvegicus","Unassigned","Parvoviridae",NA,"Parvovirus","SS","DNA","non-enveloped",FALSE,FALSE,NA,0,0,0,2002,"virus","HP3","","","rat minute virus 1","rat minute virus 1","rat minute virus 1","virus"
"rat parvovirus 1","rattus norvegicus","Isolation",2,"Wan et al. 2002; Wan et al 2006","RODENTIA","MURIDAE","Rattus","norvegicus","Unassigned","Parvoviridae",NA,"Parvovirus","SS","DNA","non-enveloped",FALSE,FALSE,4759,0,0,0,2002,"virus","HP3","","","rat parvovirus 1","rat parvovirus 1","rat parvovirus 1","virus"
"salehabad","rattus norvegicus","Antibodies",0,"Darwish et al. 1983","RODENTIA","MURIDAE","Rattus","norvegicus","Unassigned","Bunyaviridae",NA,"Phlebovirus","SS","RNA","enveloped",TRUE,TRUE,13050,0,0,0,1983,"virus","HP3","","","salehabad virus","salehabad","salehabad virus","virus"
"sendai","rattus norvegicus","Antibodies",0,"Easterbrook et al. 2008","RODENTIA","MURIDAE","Rattus","norvegicus","Mononegavirales","Paramyxoviridae","Paramyxovirinae","Respirovirus","SS","RNA","enveloped",FALSE,TRUE,15384,0,0,0,2008,"virus","HP3","","","sendai virus","sendai","sendai virus","virus"
"seoul","rattus norvegicus","Isolation",2,"Wang et al. 2000","RODENTIA","MURIDAE","Rattus","norvegicus","Unassigned","Bunyaviridae",NA,"Hantavirus","SS","RNA","enveloped",TRUE,TRUE,11950,0,1,0,2000,"virus","HP3","","","seoul virus","seoul","seoul virus","virus"
"theilovirus","rattus norvegicus","Isolation",2,"Easterbrook et al. 2008; Theiler 1934","RODENTIA","MURIDAE","Rattus","norvegicus","Picornavirales","Picornaviridae",NA,"Cardiovirus","SS","RNA","non-enveloped",FALSE,TRUE,8101,0,0,0,1934,"virus","HP3","","","theilovirus","theilovirus","theilovirus","virus"
"venezuelan equine encephalitis","rattus norvegicus","Isolation",2,"Sudia & Newhouse 1975","RODENTIA","MURIDAE","Rattus","norvegicus","Unassigned","Togaviridae",NA,"Alphavirus","SS","RNA","enveloped",FALSE,TRUE,11444,0,1,1,1975,"virus","HP3","","","venezuelan equine encephalitis virus","venezuelan equine encephalitis","venezuelan equine encephalitis virus","virus"
"wad medani","rattus norvegicus","Antibodies",0,"Darwish et al. 1983","RODENTIA","MURIDAE","Rattus","norvegicus","Unassigned","Reoviridae","Sedoreovirinae","Orbivirus","DS","RNA","non-enveloped",TRUE,TRUE,18009,0,0,0,1983,"virus","HP3","","","wad medani virus","wad medani","wad medani virus","virus"
"west nile","rattus norvegicus","Antibodies",0,"Gomez et al. 2008","RODENTIA","MURIDAE","Rattus","norvegicus","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,11029,0,1,1,2008,"virus","HP3","","","west nile virus","west nile","west nile virus","virus"
"whitewater arroyo","rattus norvegicus","Antibodies",0,"Bennett et al. 2000","RODENTIA","MURIDAE","Rattus","norvegicus","Unassigned","Arenaviridae",NA,"Arenavirus","SS","RNA","enveloped",TRUE,TRUE,10448,0,1,1,2000,"virus","HP3","","","whitewater arroyo virus","whitewater arroyo","whitewater arroyo virus","virus"
"andes","rattus rattus","PCR",2,"Medina et al. 2009","RODENTIA","MURIDAE","Rattus","rattus","Unassigned","Bunyaviridae",NA,"Hantavirus","SS","RNA","enveloped",TRUE,TRUE,10233,0,1,1,2009,"virus","HP3","","","andes virus","andes","andes virus","virus"
"barur","rattus rattus","Isolation",2,"CDC ArboCat","RODENTIA","MURIDAE","Rattus","rattus","Mononegavirales","Rhabdoviridae",NA,"Unassigned","SS","RNA","enveloped",FALSE,FALSE,NA,0,0,0,NA,"virus","HP3","","","barur virus","barur","barur virus","virus"
"bunyamwera","rattus rattus","Isolation",2,"Monath et al. 1972; Henderson et al. 1972","RODENTIA","MURIDAE","Rattus","rattus","Unassigned","Bunyaviridae",NA,"Orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12300,0,1,1,1972,"virus","HP3","","","bunyamwera virus","bunyamwera","bunyamwera virus","virus"
"crimean-congo hemorrhagic fever","rattus rattus","Antibodies",0,"Darwish et al. 1983","RODENTIA","MURIDAE","Rattus","rattus","Unassigned","Bunyaviridae",NA,"Nairovirus","SS","RNA","enveloped",TRUE,TRUE,19950,0,1,1,1983,"virus","HP3","","","crimean-congo hemorrhagic fever virus","crimean-congo hemorrhagic fever","crimean-congo hemorrhagic fever virus","virus"
"dera ghazi khan","rattus rattus","Antibodies",0,"Darwish et al. 1983","RODENTIA","MURIDAE","Rattus","rattus","Unassigned","Bunyaviridae",NA,"Nairovirus","SS","RNA","enveloped",TRUE,TRUE,18356.5,0,1,0,1983,"virus","HP3","","","dera ghazi khan virus","dera ghazi khan","dera ghazi khan virus","virus"
"dhori","rattus rattus","Antibodies",0,"Darwish et al. 1983","RODENTIA","MURIDAE","Rattus","rattus","Unassigned","Orthomyxoviridae",NA,"Thogotovirus","SS","RNA","enveloped",TRUE,FALSE,10000,0,1,0,1983,"virus","HP3","","","dhori virus","dhori","dhori virus","virus"
"encephalomyocarditis","rattus rattus","Isolation",2,"Tesh & Wallace 1978","RODENTIA","MURIDAE","Rattus","rattus","Picornavirales","Picornaviridae",NA,"Cardiovirus","SS","RNA","non-enveloped",FALSE,TRUE,7835,0,1,1,1978,"virus","HP3","","","encephalomyocarditis virus","encephalomyocarditis","encephalomyocarditis virus","virus"
"hepatitis e","rattus rattus","Antibodies",0,"Taylor et al. 2001; http://www.uniprot.org/uniprot/Q2A069","RODENTIA","MURIDAE","Rattus","rattus","Unassigned","Hepeviridae",NA,"Hepevirus","SS","RNA","non-enveloped",FALSE,TRUE,7176,0,1,0,NA,"virus","HP3","","","hepatitis e virus","hepatitis e","hepatitis e virus","virus"
"kilham rat","rattus rattus","Antibodies and Isolation",2,"Robey et al. 1968; Besselsen et al. 1995","RODENTIA","MURIDAE","Rattus","rattus","Unassigned","Parvoviridae","Parvovirinae","Parvovirus","SS","DNA","non-enveloped",FALSE,FALSE,4961.625,0,0,0,1968,"virus","HP3","","","kilham rat virus","kilham rat","kilham rat virus","virus"
"kyasanur forest disease","rattus rattus","Antibodies",0,"Webb et al. 1965","RODENTIA","MURIDAE","Rattus","rattus","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,10720,0,1,1,1965,"virus","HP3","","","kyasanur forest disease virus","kyasanur forest disease","kyasanur forest disease virus","virus"
"latino","rattus rattus","Isolation",2,"Gonzalez et al. 2007","RODENTIA","MURIDAE","Rattus","rattus","Unassigned","Arenaviridae",NA,"Arenavirus","SS","RNA","enveloped",TRUE,TRUE,10648,0,0,0,2007,"virus","HP3","","","latino virus","latino","latino virus","virus"
"murid herpesvirus 2","rattus rattus","PCR",2,"Lussier 1988; Ehlers et al. 2007","RODENTIA","MURIDAE","Rattus","rattus","Herpesvirales","Herpesviridae","Betaherpesvirinae","Muromegalovirus","DS","DNA","enveloped",FALSE,FALSE,230138,0,0,0,1988,"virus","HP3","","","murid herpesvirus 2","murid herpesvirus 2","murid herpesvirus 2","virus"
"murine pneumonia","rattus rattus","PCR",2,"McInnes et al. 2011","RODENTIA","MURIDAE","Rattus","rattus","Mononegavirales","Paramyxoviridae","Pneumovirinae","Pneumovirus","SS","RNA","enveloped",FALSE,TRUE,14885,0,1,0,2011,"virus","HP3","","","murine pneumonia virus","murine pneumonia","murine pneumonia virus","virus"
"patois","rattus rattus","Antibodies",0,"Scherer et al. 1972","RODENTIA","MURIDAE","Rattus","rattus","Unassigned","Bunyaviridae",NA,"Orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12375,0,1,0,1972,"virus","HP3","","","patois virus","patois","patois virus","virus"
"rift valley fever","rattus rattus","Isolation",2,"Imam et al. 1979","RODENTIA","MURIDAE","Rattus","rattus","Unassigned","Bunyaviridae",NA,"Phlebovirus","SS","RNA","enveloped",TRUE,TRUE,11979,0,1,1,1979,"virus","HP3","","","rift valley fever virus","rift valley","rift valley fever virus","virus"
"seoul","rattus rattus","Isolation",2,"Wang et al. 2000","RODENTIA","MURIDAE","Rattus","rattus","Unassigned","Bunyaviridae",NA,"Hantavirus","SS","RNA","enveloped",TRUE,TRUE,11950,0,1,0,2000,"virus","HP3","","","seoul virus","seoul","seoul virus","virus"
"st. louis encephalitis","rattus rattus","Isolation",2,"Varelas-Wesley et al. 1982","RODENTIA","MURIDAE","Rattus","rattus","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,10940,0,1,1,1982,"virus","HP3","","","st. louis encephalitis virus","st. louis encephalitis","st. louis encephalitis virus","virus"
"theilovirus","rattus rattus","Isolation",2,"Ohsawaet al. 2003","RODENTIA","MURIDAE","Rattus","rattus","Picornavirales","Picornaviridae",NA,"Cardiovirus","SS","RNA","non-enveloped",FALSE,TRUE,8101,0,0,0,2003,"virus","HP3","","","theilovirus","theilovirus","theilovirus","virus"
"thogoto","rattus rattus","Antibodies",0,"Jones et al. 1987","RODENTIA","MURIDAE","Rattus","rattus","Unassigned","Orthomyxoviridae",NA,"Thogotovirus","SS","RNA","enveloped",TRUE,TRUE,10461,0,1,1,1987,"virus","HP3","","","thogoto virus","thogoto","thogoto virus","virus"
"venezuelan equine encephalitis","rattus rattus","Antibodies",0,"Sudia & Newhouse 1975","RODENTIA","MURIDAE","Rattus","rattus","Unassigned","Togaviridae",NA,"Alphavirus","SS","RNA","enveloped",FALSE,TRUE,11444,0,1,1,1975,"virus","HP3","","","venezuelan equine encephalitis virus","venezuelan equine encephalitis","venezuelan equine encephalitis virus","virus"
"wad medani","rattus rattus","Antibodies",0,"Darwish et al. 1983","RODENTIA","MURIDAE","Rattus","rattus","Unassigned","Reoviridae","Sedoreovirinae","Orbivirus","DS","RNA","non-enveloped",TRUE,TRUE,18009,0,0,0,1983,"virus","HP3","","","wad medani virus","wad medani","wad medani virus","virus"
"west nile","rattus rattus","Antibodies",0,"Dietrich et al. 2005","RODENTIA","MURIDAE","Rattus","rattus","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,11029,0,1,1,2005,"virus","HP3","","","west nile virus","west nile","west nile virus","virus"
"whitewater arroyo","rattus rattus","Antibodies",0,"Bennett et al. 2000","RODENTIA","MURIDAE","Rattus","rattus","Unassigned","Arenaviridae",NA,"Arenavirus","SS","RNA","enveloped",TRUE,TRUE,10448,0,1,1,2000,"virus","HP3","","","whitewater arroyo virus","whitewater arroyo","whitewater arroyo virus","virus"
"seoul","rattus tanezumi","PCR",2,"Johansson P. et al. 2010","RODENTIA","MURIDAE","Rattus","tanezumi","Unassigned","Bunyaviridae",NA,"Hantavirus","SS","RNA","enveloped",TRUE,TRUE,11950,0,1,0,2010,"virus","HP3","","","seoul virus","seoul","seoul virus","virus"
"murid herpesvirus 2","rattus tiomanicus","PCR",2,"Ehlers et al. 2007","RODENTIA","MURIDAE","Rattus","tiomanicus","Herpesvirales","Herpesviridae","Betaherpesvirinae","Muromegalovirus","DS","DNA","enveloped",FALSE,FALSE,230138,0,0,0,2007,"virus","HP3","","","murid herpesvirus 2","murid herpesvirus 2","murid herpesvirus 2","virus"
"murid herpesvirus 4","rattus tiomanicus","PCR",2,"Ehlers et al. 2007","RODENTIA","MURIDAE","Rattus","tiomanicus","Herpesvirales","Herpesviridae","Gammaherpesvirinae","Rhadinovirus","DS","DNA","enveloped",FALSE,FALSE,135000,0,0,0,2007,"virus","HP3","","","murid herpesvirus 4","murid herpesvirus 4","murid herpesvirus 4","virus"
"bluetongue","redunca arundinum","ELISA",0,"Anderson & Rowe 1998","CETARTIODACTYLA","BOVIDAE","Redunca","arundinum","Unassigned","Reoviridae","Sedoreovirinae","Orbivirus","DS","RNA","non-enveloped",TRUE,TRUE,19200,0,0,0,1998,"virus","HP3","","","bluetongue virus","bluetongue","bluetongue virus","virus"
"bovine herpesvirus 2","redunca arundinum","Antibodies",0,"Hamblin & Hedger 1982","CETARTIODACTYLA","BOVIDAE","Redunca","arundinum","Herpesvirales","Herpesviridae","Alphaherpesvirinae","Simplexvirus","DS","DNA","enveloped",FALSE,FALSE,133000,0,0,0,1982,"virus","HP3","","","bovine herpesvirus 2","bovine herpesvirus 2","bovine herpesvirus 2","virus"
"bovine viral diarrhea virus 1","redunca arundinum","SNT",1,"Hamblin & Hedger 1979","CETARTIODACTYLA","BOVIDAE","Redunca","arundinum","Unassigned","Flaviviridae",NA,"Pestivirus","SS","RNA","enveloped",FALSE,TRUE,12573,0,0,0,1979,"virus","HP3","","","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","bovine viral diarrhea virus 1","virus"
"crimean-congo hemorrhagic fever","redunca arundinum","Antibodies",0,"Shepherd et al. 1987","CETARTIODACTYLA","BOVIDAE","Redunca","arundinum","Unassigned","Bunyaviridae",NA,"Nairovirus","SS","RNA","enveloped",TRUE,TRUE,19950,0,1,1,1987,"virus","HP3","","","crimean-congo hemorrhagic fever virus","crimean-congo hemorrhagic fever","crimean-congo hemorrhagic fever virus","virus"
"foot-and-mouth disease","redunca arundinum","Antibodies",0,"Weaver et al. 2013","CETARTIODACTYLA","BOVIDAE","Redunca","arundinum","Picornavirales","Picornaviridae",NA,"Aphthovirus","SS","RNA","non-enveloped",FALSE,TRUE,8159,0,1,1,2013,"virus","HP3","","","foot-and-mouth disease virus","foot-and-mouth disease","foot-and-mouth disease virus","virus"
"lumpy skin disease","redunca arundinum","Antibodies",0,"Hedger et al. 1983","CETARTIODACTYLA","BOVIDAE","Redunca","arundinum","Unassigned","Poxviridae","Chordopoxvirinae","Capripoxvirus","DS","DNA","enveloped",FALSE,TRUE,150773,0,0,0,1983,"virus","HP3","","","lumpy skin disease virus","lumpy skin disease","lumpy skin disease virus","virus"
"bluetongue","redunca fulvorufula","Antibodies",0,"Williams et al. 2001","CETARTIODACTYLA","BOVIDAE","Redunca","fulvorufula","Unassigned","Reoviridae","Sedoreovirinae","Orbivirus","DS","RNA","non-enveloped",TRUE,TRUE,19200,0,0,0,2001,"virus","HP3","","","bluetongue virus","bluetongue","bluetongue virus","virus"
"crimean-congo hemorrhagic fever","redunca fulvorufula","Antibodies",0,"Shepherd et al. 1987","CETARTIODACTYLA","BOVIDAE","Redunca","fulvorufula","Unassigned","Bunyaviridae",NA,"Nairovirus","SS","RNA","enveloped",TRUE,TRUE,19950,0,1,1,1987,"virus","HP3","","","crimean-congo hemorrhagic fever virus","crimean-congo hemorrhagic fever","crimean-congo hemorrhagic fever virus","virus"
